regiao,ordem,nome_original,novo_nome,categoria,largura,altura,origem_x,origem_y
regiao_03_vulcanica,213,regiao_03_vulcanica_item_213.webp,entulho vulcanico 013.webp,entulho vulcanico,43,37,697,1206
regiao_03_vulcanica,214,regiao_03_vulcanica_item_214.webp,entulho vulcanico 014.webp,entulho vulcanico,37,38,799,1205
regiao_03_vulcanica,215,regiao_03_vulcanica_item_215.webp,entulho vulcanico 015.webp,entulho vulcanico,48,45,852,1199
regiao_03_vulcanica,216,regiao_03_vulcanica_item_216.webp,entulho vulcanico 016.webp,entulho vulcanico,37,44,908,1202
regiao_03_vulcanica,217,regiao_03_vulcanica_item_217.webp,entulho vulcanico 017.webp,entulho vulcanico,44,49,1009,1195
regiao_03_vulcanica,218,regiao_03_vulcanica_item_218.webp,entulho vulcanico 018.webp,entulho vulcanico,57,44,1063,1202
regiao_03_vulcanica,219,regiao_03_vulcanica_item_219.webp,entulho vulcanico 019.webp,entulho vulcanico,44,37,354,1208
regiao_03_vulcanica,220,regiao_03_vulcanica_item_220.webp,entulho vulcanico 020.webp,entulho vulcanico,33,31,752,1209
regiao_03_vulcanica,221,regiao_03_vulcanica_item_221.webp,entulho vulcanico 021.webp,entulho vulcanico,45,34,1126,1213
regiao_03_vulcanica,222,regiao_03_vulcanica_item_222.webp,entulho vulcanico 022.webp,entulho vulcanico,56,33,1185,1214
regiao_04_montanhosa,1,regiao_04_montanhosa_item_001.webp,piso pedregoso 001.webp,piso pedregoso,71,70,7,7
regiao_04_montanhosa,2,regiao_04_montanhosa_item_002.webp,piso pedregoso 002.webp,piso pedregoso,70,70,72,7
regiao_04_montanhosa,3,regiao_04_montanhosa_item_003.webp,piso pedregoso 003.webp,piso pedregoso,71,70,137,7
regiao_04_montanhosa,4,regiao_04_montanhosa_item_004.webp,piso pedregoso 004.webp,piso pedregoso,71,70,202,7
regiao_04_montanhosa,5,regiao_04_montanhosa_item_005.webp,piso pedregoso 005.webp,piso pedregoso,70,70,267,7
regiao_04_montanhosa,6,regiao_04_montanhosa_item_006.webp,penhasco rochoso 001.webp,penhasco rochoso,112,69,397,7
regiao_04_montanhosa,7,regiao_04_montanhosa_item_007.webp,penhasco rochoso 002.webp,penhasco rochoso,87,62,512,12
regiao_04_montanhosa,8,regiao_04_montanhosa_item_008.webp,penhasco rochoso 003.webp,penhasco rochoso,45,59,600,14
regiao_04_montanhosa,9,regiao_04_montanhosa_item_009.webp,penhasco rochoso 004.webp,penhasco rochoso,51,67,656,14
regiao_04_montanhosa,10,regiao_04_montanhosa_item_010.webp,penhasco rochoso 005.webp,penhasco rochoso,41,63,718,17
regiao_04_montanhosa,11,regiao_04_montanhosa_item_011.webp,penhasco rochoso 006.webp,penhasco rochoso,43,64,766,16
regiao_04_montanhosa,12,regiao_04_montanhosa_item_012.webp,penhasco rochoso 007.webp,penhasco rochoso,47,63,823,17
regiao_04_montanhosa,13,regiao_04_montanhosa_item_013.webp,penhasco rochoso 008.webp,penhasco rochoso,52,65,870,15
regiao_04_montanhosa,14,regiao_04_montanhosa_item_014.webp,penhasco rochoso 009.webp,penhasco rochoso,75,71,923,15
regiao_04_montanhosa,15,regiao_04_montanhosa_item_015.webp,penhasco rochoso 010.webp,penhasco rochoso,57,65,999,17
regiao_04_montanhosa,16,regiao_04_montanhosa_item_016.webp,penhasco rochoso 011.webp,penhasco rochoso,51,61,1059,17
regiao_04_montanhosa,17,regiao_04_montanhosa_item_017.webp,penhasco rochoso 012.webp,penhasco rochoso,45,43,346,30
regiao_04_montanhosa,18,regiao_04_montanhosa_item_018.webp,penhasco rochoso 013.webp,penhasco rochoso,46,69,1111,18
regiao_04_montanhosa,19,regiao_04_montanhosa_item_019.webp,penhasco rochoso 014.webp,penhasco rochoso,90,73,1159,18
regiao_04_montanhosa,20,regiao_04_montanhosa_item_020.webp,piso de pedra 001.webp,piso de pedra,71,70,7,71
regiao_04_montanhosa,21,regiao_04_montanhosa_item_021.webp,piso de pedra 002.webp,piso de pedra,70,70,72,71
regiao_04_montanhosa,22,regiao_04_montanhosa_item_022.webp,piso de pedra 003.webp,piso de pedra,71,71,137,71
regiao_04_montanhosa,23,regiao_04_montanhosa_item_023.webp,piso de pedra 004.webp,piso de pedra,71,71,202,71
regiao_04_montanhosa,24,regiao_04_montanhosa_item_024.webp,piso de pedra 005.webp,piso de pedra,71,70,267,71
regiao_04_montanhosa,25,regiao_04_montanhosa_item_025.webp,rocha montanhosa 001.webp,rocha montanhosa,83,69,391,75
regiao_04_montanhosa,26,regiao_04_montanhosa_item_026.webp,rocha montanhosa 002.webp,rocha montanhosa,37,64,472,78
regiao_04_montanhosa,27,regiao_04_montanhosa_item_027.webp,rocha montanhosa 003.webp,rocha montanhosa,87,67,512,75
regiao_04_montanhosa,28,regiao_04_montanhosa_item_028.webp,rocha montanhosa 004.webp,rocha montanhosa,46,63,599,81
regiao_04_montanhosa,29,regiao_04_montanhosa_item_029.webp,rocha montanhosa 005.webp,rocha montanhosa,48,60,657,88
regiao_04_montanhosa,30,regiao_04_montanhosa_item_030.webp,rocha montanhosa 006.webp,rocha montanhosa,57,61,711,87
regiao_04_montanhosa,31,regiao_04_montanhosa_item_031.webp,rocha montanhosa 007.webp,rocha montanhosa,48,63,770,86
regiao_04_montanhosa,32,regiao_04_montanhosa_item_032.webp,rocha montanhosa 008.webp,rocha montanhosa,50,53,343,92
regiao_04_montanhosa,33,regiao_04_montanhosa_item_033.webp,rocha montanhosa 009.webp,rocha montanhosa,60,53,863,90
regiao_04_montanhosa,34,regiao_04_montanhosa_item_034.webp,rocha montanhosa 010.webp,rocha montanhosa,72,59,927,92
regiao_04_montanhosa,35,regiao_04_montanhosa_item_035.webp,rocha montanhosa 011.webp,rocha montanhosa,58,58,999,93
regiao_04_montanhosa,36,regiao_04_montanhosa_item_036.webp,rocha montanhosa 012.webp,rocha montanhosa,63,61,1060,94
regiao_04_montanhosa,37,regiao_04_montanhosa_item_037.webp,rocha montanhosa 013.webp,rocha montanhosa,36,56,1123,99
regiao_04_montanhosa,38,regiao_04_montanhosa_item_038.webp,rocha montanhosa 014.webp,rocha montanhosa,86,62,1159,99
regiao_04_montanhosa,39,regiao_04_montanhosa_item_039.webp,rocha montanhosa 015.webp,rocha montanhosa,39,39,821,104
regiao_04_montanhosa,40,regiao_04_montanhosa_item_040.webp,rocha montanhosa 016.webp,rocha montanhosa,71,71,7,136
regiao_04_montanhosa,41,regiao_04_montanhosa_item_041.webp,rocha montanhosa 017.webp,rocha montanhosa,70,70,72,136
regiao_04_montanhosa,42,regiao_04_montanhosa_item_042.webp,rocha montanhosa 018.webp,rocha montanhosa,71,71,137,136
regiao_04_montanhosa,43,regiao_04_montanhosa_item_043.webp,rocha montanhosa 019.webp,rocha montanhosa,71,70,202,136
regiao_04_montanhosa,44,regiao_04_montanhosa_item_044.webp,rocha montanhosa 020.webp,rocha montanhosa,70,70,267,136
regiao_04_montanhosa,45,regiao_04_montanhosa_item_045.webp,rocha montanhosa 021.webp,rocha montanhosa,54,65,347,148
regiao_04_montanhosa,46,regiao_04_montanhosa_item_046.webp,rocha montanhosa 022.webp,rocha montanhosa,109,64,400,149
regiao_04_montanhosa,47,regiao_04_montanhosa_item_047.webp,rocha montanhosa 023.webp,rocha montanhosa,79,65,511,148
regiao_04_montanhosa,48,regiao_04_montanhosa_item_048.webp,rocha montanhosa 024.webp,rocha montanhosa,61,61,587,152
regiao_04_montanhosa,49,regiao_04_montanhosa_item_049.webp,rocha montanhosa 025.webp,rocha montanhosa,117,73,656,153
regiao_04_montanhosa,50,regiao_04_montanhosa_item_050.webp,rocha montanhosa 026.webp,rocha montanhosa,60,65,863,159
regiao_04_montanhosa,51,regiao_04_montanhosa_item_051.webp,rocha montanhosa 027.webp,rocha montanhosa,67,70,927,157
regiao_04_montanhosa,52,regiao_04_montanhosa_item_052.webp,rocha montanhosa 028.webp,rocha montanhosa,59,67,999,157
regiao_04_montanhosa,53,regiao_04_montanhosa_item_053.webp,rocha montanhosa 029.webp,rocha montanhosa,94,71,1062,158
regiao_04_montanhosa,54,regiao_04_montanhosa_item_054.webp,rocha montanhosa 030.webp,rocha montanhosa,42,70,1161,159
regiao_04_montanhosa,55,regiao_04_montanhosa_item_055.webp,rocha montanhosa 031.webp,rocha montanhosa,89,60,774,163
regiao_04_montanhosa,56,regiao_04_montanhosa_item_056.webp,rocha montanhosa 032.webp,rocha montanhosa,49,57,1204,175
regiao_04_montanhosa,57,regiao_04_montanhosa_item_057.webp,rocha montanhosa 033.webp,rocha montanhosa,334,78,6,205
regiao_04_montanhosa,58,regiao_04_montanhosa_item_058.webp,rocha montanhosa 034.webp,rocha montanhosa,57,69,344,212
regiao_04_montanhosa,59,regiao_04_montanhosa_item_059.webp,rocha montanhosa 035.webp,rocha montanhosa,60,63,403,212
regiao_04_montanhosa,60,regiao_04_montanhosa_item_060.webp,rocha montanhosa 036.webp,rocha montanhosa,48,58,461,217
regiao_04_montanhosa,61,regiao_04_montanhosa_item_061.webp,mina montanhosa 001.webp,mina montanhosa,143,140,506,213
regiao_04_montanhosa,62,regiao_04_montanhosa_item_062.webp,mina montanhosa 002.webp,mina montanhosa,54,48,651,232
regiao_04_montanhosa,63,regiao_04_montanhosa_item_063.webp,mina montanhosa 003.webp,mina montanhosa,31,26,698,232
regiao_04_montanhosa,64,regiao_04_montanhosa_item_064.webp,mina montanhosa 004.webp,mina montanhosa,45,91,773,225
regiao_04_montanhosa,65,regiao_04_montanhosa_item_065.webp,mina montanhosa 005.webp,mina montanhosa,107,80,822,229
regiao_04_montanhosa,66,regiao_04_montanhosa_item_066.webp,mina montanhosa 006.webp,mina montanhosa,64,78,928,230
regiao_04_montanhosa,67,regiao_04_montanhosa_item_067.webp,mina montanhosa 007.webp,mina montanhosa,59,81,990,230
regiao_04_montanhosa,68,regiao_04_montanhosa_item_068.webp,mina montanhosa 008.webp,mina montanhosa,42,44,723,235
regiao_04_montanhosa,69,regiao_04_montanhosa_item_069.webp,mina montanhosa 009.webp,mina montanhosa,198,79,1057,234
regiao_04_montanhosa,70,regiao_04_montanhosa_item_070.webp,mina montanhosa 010.webp,mina montanhosa,249,87,5,280
regiao_04_montanhosa,71,regiao_04_montanhosa_item_071.webp,estrutura rochosa 001.webp,estrutura rochosa,88,89,251,279
regiao_04_montanhosa,72,regiao_04_montanhosa_item_072.webp,estrutura rochosa 002.webp,estrutura rochosa,57,71,404,276
regiao_04_montanhosa,73,regiao_04_montanhosa_item_073.webp,estrutura rochosa 003.webp,estrutura rochosa,56,75,460,277
regiao_04_montanhosa,74,regiao_04_montanhosa_item_074.webp,estrutura rochosa 004.webp,estrutura rochosa,67,73,340,282
regiao_04_montanhosa,75,regiao_04_montanhosa_item_075.webp,estrutura rochosa 005.webp,estrutura rochosa,124,66,648,283
regiao_04_montanhosa,76,regiao_04_montanhosa_item_076.webp,estrutura rochosa 006.webp,estrutura rochosa,43,54,775,315
regiao_04_montanhosa,77,regiao_04_montanhosa_item_077.webp,estrutura rochosa 007.webp,estrutura rochosa,99,70,819,312
regiao_04_montanhosa,78,regiao_04_montanhosa_item_078.webp,estrutura rochosa 008.webp,estrutura rochosa,84,66,915,318
regiao_04_montanhosa,79,regiao_04_montanhosa_item_079.webp,edificio de cupula 001.webp,edificio de cupula,37,71,1048,314
regiao_04_montanhosa,80,regiao_04_montanhosa_item_080.webp,edificio de cupula 002.webp,edificio de cupula,43,66,1000,319
regiao_04_montanhosa,81,regiao_04_montanhosa_item_081.webp,edificio de cupula 003.webp,edificio de cupula,137,59,1089,322
regiao_04_montanhosa,82,regiao_04_montanhosa_item_082.webp,edificio de cupula 004.webp,edificio de cupula,36,51,1223,321
regiao_04_montanhosa,83,regiao_04_montanhosa_item_083.webp,edificio de cupula 005.webp,edificio de cupula,116,134,352,350
regiao_04_montanhosa,84,regiao_04_montanhosa_item_084.webp,edificio de cupula 006.webp,edificio de cupula,99,139,528,352
regiao_04_montanhosa,85,regiao_04_montanhosa_item_085.webp,edificio de cupula 007.webp,edificio de cupula,135,165,629,346
regiao_04_montanhosa,86,regiao_04_montanhosa_item_086.webp,edificio de cupula 008.webp,edificio de cupula,72,87,184,365
regiao_04_montanhosa,87,regiao_04_montanhosa_item_087.webp,edificio de cupula 009.webp,edificio de cupula,51,116,475,365
regiao_04_montanhosa,88,regiao_04_montanhosa_item_088.webp,edificio de cupula 010.webp,edificio de cupula,92,88,6,367
regiao_04_montanhosa,89,regiao_04_montanhosa_item_089.webp,edificio de cupula 011.webp,edificio de cupula,89,85,96,368
regiao_04_montanhosa,90,regiao_04_montanhosa_item_090.webp,edificio de cupula 012.webp,edificio de cupula,83,84,256,369
regiao_04_montanhosa,91,regiao_04_montanhosa_item_091.webp,estrutura de madeira 001.webp,estrutura de madeira,65,72,767,375
regiao_04_montanhosa,92,regiao_04_montanhosa_item_092.webp,estrutura de madeira 002.webp,estrutura de madeira,44,58,839,387
regiao_04_montanhosa,93,regiao_04_montanhosa_item_093.webp,estrutura de madeira 003.webp,estrutura de madeira,54,57,884,389
regiao_04_montanhosa,94,regiao_04_montanhosa_item_094.webp,estrutura de madeira 004.webp,estrutura de madeira,56,57,939,389
regiao_04_montanhosa,95,regiao_04_montanhosa_item_095.webp,estrutura de madeira 005.webp,estrutura de madeira,54,58,997,388
regiao_04_montanhosa,96,regiao_04_montanhosa_item_096.webp,estrutura de madeira 006.webp,estrutura de madeira,60,57,1052,389
regiao_04_montanhosa,97,regiao_04_montanhosa_item_097.webp,estrutura de madeira 007.webp,estrutura de madeira,50,56,1112,390
regiao_04_montanhosa,98,regiao_04_montanhosa_item_098.webp,estrutura de madeira 008.webp,estrutura de madeira,78,59,1166,390
regiao_04_montanhosa,99,regiao_04_montanhosa_item_099.webp,estrutura de madeira 009.webp,estrutura de madeira,93,45,773,449
regiao_04_montanhosa,100,regiao_04_montanhosa_item_100.webp,estrutura de madeira 010.webp,estrutura de madeira,72,57,872,448
regiao_04_montanhosa,101,regiao_04_montanhosa_item_101.webp,fortificacao de pedra 001.webp,fortificacao de pedra,116,56,976,448
regiao_04_montanhosa,102,regiao_04_montanhosa_item_102.webp,fortificacao de pedra 002.webp,fortificacao de pedra,42,41,16,458
regiao_04_montanhosa,103,regiao_04_montanhosa_item_103.webp,fortificacao de pedra 003.webp,fortificacao de pedra,46,46,67,453
regiao_04_montanhosa,104,regiao_04_montanhosa_item_104.webp,fortificacao de pedra 004.webp,fortificacao de pedra,49,47,125,453
regiao_04_montanhosa,105,regiao_04_montanhosa_item_105.webp,fortificacao de pedra 005.webp,fortificacao de pedra,47,46,191,453
regiao_04_montanhosa,106,regiao_04_montanhosa_item_106.webp,fortificacao de pedra 006.webp,fortificacao de pedra,44,47,247,454
regiao_04_montanhosa,107,regiao_04_montanhosa_item_107.webp,fortificacao de pedra 007.webp,fortificacao de pedra,46,50,292,454
regiao_04_montanhosa,108,regiao_04_montanhosa_item_108.webp,fortificacao de pedra 008.webp,fortificacao de pedra,25,52,942,450
regiao_04_montanhosa,109,regiao_04_montanhosa_item_109.webp,fortificacao de pedra 009.webp,fortificacao de pedra,91,148,1101,455
regiao_04_montanhosa,110,regiao_04_montanhosa_item_110.webp,fortificacao de pedra 010.webp,fortificacao de pedra,64,53,1191,455
regiao_04_montanhosa,111,regiao_04_montanhosa_item_111.webp,fortificacao de pedra 011.webp,fortificacao de pedra,101,83,13,497
regiao_04_montanhosa,112,regiao_04_montanhosa_item_112.webp,fortificacao de pedra 012.webp,fortificacao de pedra,61,99,337,492
regiao_04_montanhosa,113,regiao_04_montanhosa_item_113.webp,fortificacao de pedra 013.webp,fortificacao de pedra,54,99,402,492
regiao_04_montanhosa,114,regiao_04_montanhosa_item_114.webp,fortificacao de pedra 014.webp,fortificacao de pedra,41,91,460,495
regiao_04_montanhosa,115,regiao_04_montanhosa_item_115.webp,fortificacao de pedra 015.webp,fortificacao de pedra,83,83,121,499
regiao_04_montanhosa,116,regiao_04_montanhosa_item_116.webp,fortificacao de pedra 016.webp,fortificacao de pedra,117,74,209,508
regiao_04_montanhosa,117,regiao_04_montanhosa_item_117.webp,fortificacao de pedra 017.webp,fortificacao de pedra,33,82,502,501
regiao_04_montanhosa,118,regiao_04_montanhosa_item_118.webp,fortificacao de pedra 018.webp,fortificacao de pedra,62,83,539,504
regiao_04_montanhosa,119,regiao_04_montanhosa_item_119.webp,fortificacao de pedra 019.webp,fortificacao de pedra,39,83,606,504
regiao_04_montanhosa,120,regiao_04_montanhosa_item_120.webp,fortificacao de pedra 020.webp,fortificacao de pedra,39,82,645,505
regiao_04_montanhosa,121,regiao_04_montanhosa_item_121.webp,fortificacao de pedra 021.webp,fortificacao de pedra,69,87,691,505
regiao_04_montanhosa,122,regiao_04_montanhosa_item_122.webp,fortificacao de pedra 022.webp,fortificacao de pedra,85,97,763,502
regiao_04_montanhosa,123,regiao_04_montanhosa_item_123.webp,fortificacao de pedra 023.webp,fortificacao de pedra,77,94,845,507
regiao_04_montanhosa,124,regiao_04_montanhosa_item_124.webp,fortificacao de pedra 024.webp,fortificacao de pedra,85,97,919,507
regiao_04_montanhosa,125,regiao_04_montanhosa_item_125.webp,fortificacao de pedra 025.webp,fortificacao de pedra,104,93,1004,511
regiao_04_montanhosa,126,regiao_04_montanhosa_item_126.webp,fortificacao de pedra 026.webp,fortificacao de pedra,69,93,1187,511
regiao_04_montanhosa,127,regiao_04_montanhosa_item_127.webp,fortificacao de pedra 027.webp,fortificacao de pedra,147,85,7,586
regiao_04_montanhosa,128,regiao_04_montanhosa_item_128.webp,fortificacao de pedra 028.webp,fortificacao de pedra,165,88,161,586
regiao_04_montanhosa,129,regiao_04_montanhosa_item_129.webp,fortificacao de pedra 029.webp,fortificacao de pedra,138,194,311,594
regiao_04_montanhosa,130,regiao_04_montanhosa_item_130.webp,fortificacao de pedra 030.webp,fortificacao de pedra,57,80,462,596
regiao_04_montanhosa,131,regiao_04_montanhosa_item_131.webp,ferramenta e trilho 001.webp,ferramenta e trilho,38,79,523,596
regiao_04_montanhosa,132,regiao_04_montanhosa_item_132.webp,ferramenta e trilho 002.webp,ferramenta e trilho,33,78,567,596
regiao_04_montanhosa,133,regiao_04_montanhosa_item_133.webp,ferramenta e trilho 003.webp,ferramenta e trilho,33,78,602,596
regiao_04_montanhosa,134,regiao_04_montanhosa_item_134.webp,ferramenta e trilho 004.webp,ferramenta e trilho,40,82,643,598
regiao_04_montanhosa,135,regiao_04_montanhosa_item_135.webp,ferramenta e trilho 005.webp,ferramenta e trilho,56,45,767,605
regiao_04_montanhosa,136,regiao_04_montanhosa_item_136.webp,ferramenta e trilho 006.webp,ferramenta e trilho,55,46,831,602
regiao_04_montanhosa,137,regiao_04_montanhosa_item_137.webp,ferramenta e trilho 007.webp,ferramenta e trilho,31,48,890,603
regiao_04_montanhosa,138,regiao_04_montanhosa_item_138.webp,ferramenta e trilho 008.webp,ferramenta e trilho,24,49,1158,603
regiao_04_montanhosa,139,regiao_04_montanhosa_item_139.webp,ferramenta e trilho 009.webp,ferramenta e trilho,24,59,1225,603
regiao_04_montanhosa,140,regiao_04_montanhosa_item_140.webp,ferramenta e trilho 010.webp,ferramenta e trilho,62,43,694,607
regiao_04_montanhosa,141,regiao_04_montanhosa_item_141.webp,ferramenta e trilho 011.webp,ferramenta e trilho,28,33,925,610
regiao_04_montanhosa,142,regiao_04_montanhosa_item_142.webp,ferramenta e trilho 012.webp,ferramenta e trilho,32,43,965,608
regiao_04_montanhosa,143,regiao_04_montanhosa_item_143.webp,ferramenta e trilho 013.webp,ferramenta e trilho,20,43,1008,607
regiao_04_montanhosa,144,regiao_04_montanhosa_item_144.webp,ferramenta e trilho 014.webp,ferramenta e trilho,19,43,1029,607
regiao_04_montanhosa,145,regiao_04_montanhosa_item_145.webp,ferramenta e trilho 015.webp,ferramenta e trilho,26,40,1062,608
regiao_04_montanhosa,146,regiao_04_montanhosa_item_146.webp,ferramenta e trilho 016.webp,ferramenta e trilho,45,32,1101,616
regiao_04_montanhosa,147,regiao_04_montanhosa_item_147.webp,ferramenta e trilho 017.webp,ferramenta e trilho,21,35,1193,616
regiao_04_montanhosa,148,regiao_04_montanhosa_item_148.webp,ferramenta e trilho 018.webp,ferramenta e trilho,65,56,688,648
regiao_04_montanhosa,149,regiao_04_montanhosa_item_149.webp,ferramenta e trilho 019.webp,ferramenta e trilho,53,52,779,648
regiao_04_montanhosa,150,regiao_04_montanhosa_item_150.webp,ferramenta e trilho 020.webp,ferramenta e trilho,60,55,844,649
regiao_04_montanhosa,151,regiao_04_montanhosa_item_151.webp,ferramenta e trilho 021.webp,ferramenta e trilho,83,68,920,649
regiao_04_montanhosa,152,regiao_04_montanhosa_item_152.webp,ferramenta e trilho 022.webp,ferramenta e trilho,84,72,1004,651
regiao_04_montanhosa,153,regiao_04_montanhosa_item_153.webp,ferramenta e trilho 023.webp,ferramenta e trilho,77,119,176,667
regiao_04_montanhosa,154,regiao_04_montanhosa_item_154.webp,ferramenta e trilho 024.webp,ferramenta e trilho,151,39,1100,667
regiao_04_montanhosa,155,regiao_04_montanhosa_item_155.webp,ferramenta e trilho 025.webp,ferramenta e trilho,26,88,11,679
regiao_04_montanhosa,156,regiao_04_montanhosa_item_156.webp,ferramenta e trilho 026.webp,ferramenta e trilho,37,84,44,683
regiao_04_montanhosa,157,regiao_04_montanhosa_item_157.webp,ferramenta e trilho 027.webp,ferramenta e trilho,25,85,90,682
regiao_04_montanhosa,158,regiao_04_montanhosa_item_158.webp,ferramenta e trilho 028.webp,ferramenta e trilho,47,87,123,683
regiao_04_montanhosa,159,regiao_04_montanhosa_item_159.webp,ferramenta e trilho 029.webp,ferramenta e trilho,53,89,259,684
regiao_04_montanhosa,160,regiao_04_montanhosa_item_160.webp,ferramenta e trilho 030.webp,ferramenta e trilho,44,88,451,686
regiao_04_montanhosa,161,regiao_04_montanhosa_item_161.webp,bandeira e tenda 001.webp,bandeira e tenda,51,85,502,687
regiao_04_montanhosa,162,regiao_04_montanhosa_item_162.webp,bandeira e tenda 002.webp,bandeira e tenda,39,82,562,687
regiao_04_montanhosa,163,regiao_04_montanhosa_item_163.webp,bandeira e tenda 003.webp,bandeira e tenda,39,85,604,683
regiao_04_montanhosa,164,regiao_04_montanhosa_item_164.webp,bandeira e tenda 004.webp,bandeira e tenda,40,86,644,681
regiao_04_montanhosa,165,regiao_04_montanhosa_item_165.webp,bandeira e tenda 005.webp,bandeira e tenda,99,85,687,685
regiao_04_montanhosa,166,regiao_04_montanhosa_item_166.webp,bandeira e tenda 006.webp,bandeira e tenda,60,71,791,699
regiao_04_montanhosa,167,regiao_04_montanhosa_item_167.webp,bandeira e tenda 007.webp,bandeira e tenda,59,71,1047,699
regiao_04_montanhosa,168,regiao_04_montanhosa_item_168.webp,bandeira e tenda 008.webp,bandeira e tenda,135,57,1115,704
regiao_04_montanhosa,169,regiao_04_montanhosa_item_169.webp,bandeira e tenda 009.webp,bandeira e tenda,71,56,847,714
regiao_04_montanhosa,170,regiao_04_montanhosa_item_170.webp,bandeira e tenda 010.webp,bandeira e tenda,54,52,915,717
regiao_04_montanhosa,171,regiao_04_montanhosa_item_171.webp,bandeira e tenda 011.webp,bandeira e tenda,70,47,970,727
regiao_04_montanhosa,172,regiao_04_montanhosa_item_172.webp,bandeira e tenda 012.webp,bandeira e tenda,115,94,6,770
regiao_04_montanhosa,173,regiao_04_montanhosa_item_173.webp,bandeira e tenda 013.webp,bandeira e tenda,63,101,248,771
regiao_04_montanhosa,174,regiao_04_montanhosa_item_174.webp,bandeira e tenda 014.webp,bandeira e tenda,47,98,741,770
regiao_04_montanhosa,175,regiao_04_montanhosa_item_175.webp,bandeira e tenda 015.webp,bandeira e tenda,55,98,787,770
regiao_04_montanhosa,176,regiao_04_montanhosa_item_176.webp,bandeira e tenda 016.webp,bandeira e tenda,42,93,841,772
regiao_04_montanhosa,177,regiao_04_montanhosa_item_177.webp,bandeira e tenda 017.webp,bandeira e tenda,56,89,920,774
regiao_04_montanhosa,178,regiao_04_montanhosa_item_178.webp,bandeira e tenda 018.webp,bandeira e tenda,51,99,1130,767
regiao_04_montanhosa,179,regiao_04_montanhosa_item_179.webp,bandeira e tenda 019.webp,bandeira e tenda,77,94,1179,773
regiao_04_montanhosa,180,regiao_04_montanhosa_item_180.webp,bandeira e tenda 020.webp,bandeira e tenda,58,95,123,777
regiao_04_montanhosa,181,regiao_04_montanhosa_item_181.webp,ruina montanhosa 001.webp,ruina montanhosa,44,73,416,780
regiao_04_montanhosa,182,regiao_04_montanhosa_item_182.webp,ruina montanhosa 002.webp,ruina montanhosa,46,74,461,783
regiao_04_montanhosa,183,regiao_04_montanhosa_item_183.webp,ruina montanhosa 003.webp,ruina montanhosa,44,71,513,784
regiao_04_montanhosa,184,regiao_04_montanhosa_item_184.webp,ruina montanhosa 004.webp,ruina montanhosa,78,84,563,775
regiao_04_montanhosa,185,regiao_04_montanhosa_item_185.webp,ruina montanhosa 005.webp,ruina montanhosa,47,84,644,775
regiao_04_montanhosa,186,regiao_04_montanhosa_item_186.webp,ruina montanhosa 006.webp,ruina montanhosa,45,90,694,775
regiao_04_montanhosa,187,regiao_04_montanhosa_item_187.webp,ruina montanhosa 007.webp,ruina montanhosa,65,88,974,776
regiao_04_montanhosa,188,regiao_04_montanhosa_item_188.webp,ruina montanhosa 008.webp,ruina montanhosa,44,92,1042,776
regiao_04_montanhosa,189,regiao_04_montanhosa_item_189.webp,ruina montanhosa 009.webp,ruina montanhosa,44,89,1086,779
regiao_04_montanhosa,190,regiao_04_montanhosa_item_190.webp,ruina montanhosa 010.webp,ruina montanhosa,62,83,185,788
regiao_04_montanhosa,191,regiao_04_montanhosa_item_191.webp,ruina montanhosa 011.webp,ruina montanhosa,66,81,317,787
regiao_04_montanhosa,192,regiao_04_montanhosa_item_192.webp,ruina montanhosa 012.webp,ruina montanhosa,32,72,385,789
regiao_04_montanhosa,193,regiao_04_montanhosa_item_193.webp,ruina montanhosa 013.webp,ruina montanhosa,41,68,880,797
regiao_04_montanhosa,194,regiao_04_montanhosa_item_194.webp,ruina montanhosa 014.webp,ruina montanhosa,56,47,444,866
regiao_04_montanhosa,195,regiao_04_montanhosa_item_195.webp,ruina montanhosa 015.webp,ruina montanhosa,47,63,627,863
regiao_04_montanhosa,196,regiao_04_montanhosa_item_196.webp,ruina montanhosa 016.webp,ruina montanhosa,64,60,680,870
regiao_04_montanhosa,197,regiao_04_montanhosa_item_197.webp,ruina montanhosa 017.webp,ruina montanhosa,38,65,798,869
regiao_04_montanhosa,198,regiao_04_montanhosa_item_198.webp,ruina montanhosa 018.webp,ruina montanhosa,56,72,927,865
regiao_04_montanhosa,199,regiao_04_montanhosa_item_199.webp,ruina montanhosa 019.webp,ruina montanhosa,43,70,986,867
regiao_04_montanhosa,200,regiao_04_montanhosa_item_200.webp,ruina montanhosa 020.webp,ruina montanhosa,66,71,1027,867
regiao_04_montanhosa,201,regiao_04_montanhosa_item_201.webp,decoracao montanhosa 001.webp,decoracao montanhosa,47,102,12,879
regiao_04_montanhosa,202,regiao_04_montanhosa_item_202.webp,decoracao montanhosa 002.webp,decoracao montanhosa,48,115,65,871
regiao_04_montanhosa,203,regiao_04_montanhosa_item_203.webp,decoracao montanhosa 003.webp,decoracao montanhosa,133,42,119,881
regiao_04_montanhosa,204,regiao_04_montanhosa_item_204.webp,decoracao montanhosa 004.webp,decoracao montanhosa,44,38,260,880
regiao_04_montanhosa,205,regiao_04_montanhosa_item_205.webp,decoracao montanhosa 005.webp,decoracao montanhosa,37,44,309,877
regiao_04_montanhosa,206,regiao_04_montanhosa_item_206.webp,decoracao montanhosa 006.webp,decoracao montanhosa,32,38,351,880
